transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000000,card_00310,2026-02-14T01:04:17Z,95.62,entertainment,US,False,False
txn_0000001,card_00834,2026-02-10T15:35:23Z,78.09,atm_withdrawal,IN,False,False
txn_0000002,card_00870,2026-02-24T13:29:34Z,15.06,entertainment,US,True,False
txn_0000003,card_00571,2026-03-02T13:46:57Z,841.54,utilities,GB,False,False
txn_0000004,card_00818,2026-02-05T11:58:29Z,505.0,entertainment,SG,True,False
txn_0000005,card_00507,2026-02-10T03:59:06Z,109.53,fuel,AE,True,False
txn_0000006,card_00132,2026-02-24T08:00:46Z,27.65,electronics,GB,True,False
txn_0000007,card_00669,2026-02-15T10:25:01Z,116.39,entertainment,SG,False,False
txn_0000008,card_00436,2026-02-17T16:43:23Z,5.2,electronics,IN,False,False
txn_0000009,card_00174,2026-02-22T19:51:05Z,16.85,electronics,US,True,False
txn_0000010,card_00389,2026-02-07T15:46:36Z,310.77,travel,US,False,False
txn_0000011,card_00228,2026-02-14T02:28:45Z,481.83,restaurant,SG,True,False
txn_0000012,card_00560,2026-03-01T11:10:29Z,185.28,travel,IN,True,False
txn_0000013,card_00481,2026-02-08T20:10:17Z,115.43,electronics,IN,True,False
txn_0000014,card_00007,2026-02-05T22:45:35Z,125.18,pharmacy,GB,True,True
txn_0000015,card_00816,2026-02-09T15:55:51Z,5.62,grocery,SG,True,False
txn_0000016,card_00425,2026-02-02T05:49:57Z,48.78,online_retail,DE,False,False
txn_0000017,card_00833,2026-02-20T04:43:12Z,85.85,fuel,GB,False,False
txn_0000018,card_00128,2026-02-08T05:18:24Z,23.85,restaurant,GB,True,False
txn_0000019,card_00355,2026-02-09T05:58:47Z,208.17,online_retail,GB,False,False
txn_0000020,card_00657,2026-02-05T21:46:04Z,451.79,pharmacy,IN,False,True
txn_0000022,card_00663,2026-02-12T03:09:42Z,27.91,grocery,IN,True,False
txn_0000023,card_00433,2026-02-19T17:43:00Z,58.64,entertainment,SG,False,False
txn_0000024,card_00299,2026-02-10T15:04:32Z,145.18,fuel,DE,True,False
txn_0000025,card_00335,2026-02-25T20:33:37Z,832.06,fuel,DE,False,False
txn_0000026,card_00415,2026-02-10T00:35:05Z,221.25,entertainment,GB,False,False
txn_0000027,card_00879,2026-02-19T18:53:51Z,140.55,atm_withdrawal,DE,True,False
txn_0000028,card_00014,2026-02-14T14:43:34Z,385.13,utilities,GB,True,False
txn_0000029,card_00284,2026-02-20T08:23:56Z,29.34,grocery,DE,False,False
txn_0000030,card_00600,2026-02-28T03:13:46Z,6.28,fuel,US,False,False
txn_0000031,card_00591,2026-02-19T16:38:06Z,14.15,pharmacy,DE,False,False
txn_0000032,card_00215,2026-02-08T11:03:19Z,23.66,pharmacy,US,True,False
txn_0000033,card_00291,2026-02-04T04:14:41Z,38.61,entertainment,GB,False,False
txn_0000034,card_00561,2026-02-10T21:09:29Z,20.39,utilities,DE,False,False
txn_0000035,card_00182,2026-02-07T07:09:26Z,95.84,electronics,IN,True,False
txn_0000036,card_00186,2026-03-01T04:21:16Z,124.35,grocery,IN,True,False
txn_0000037,card_00245,2026-02-02T23:02:27Z,132.08,electronics,DE,True,False
txn_0000038,card_00791,2026-02-23T09:13:03Z,78.29,grocery,GB,True,False
txn_0000039,card_00281,2026-02-24T14:45:13Z,64.58,entertainment,US,True,False
txn_0000040,card_00514,2026-02-26T15:16:14Z,179.84,fuel,AE,True,False
txn_0000041,card_00723,2026-02-13T04:49:13Z,147.47,grocery,SG,True,False
txn_0000042,card_00471,2026-02-18T04:14:31Z,132.07,fuel,SG,False,False
txn_0000043,card_00363,2026-02-13T16:58:02Z,85.6,restaurant,US,True,False
txn_0000044,card_00789,2026-02-11T07:14:29Z,77.7,utilities,IN,False,False
txn_0000045,card_00899,2026-03-01T20:34:04Z,199.08,electronics,SG,False,False
txn_0000046,card_00119,2026-02-11T14:59:45Z,21.14,online_retail,IN,False,False
txn_0000047,card_00636,2026-02-07T05:08:31Z,26.95,atm_withdrawal,AE,True,False
txn_0000048,card_00373,2026-02-13T00:16:14Z,111.96,travel,IN,False,False
txn_0000049,card_00028,2026-02-12T03:26:31Z,59.09,electronics,GB,True,False
txn_0000050,card_00872,2026-02-18T03:00:57Z,29.63,pharmacy,DE,True,False
txn_0000051,card_00342,2026-02-17T20:28:33Z,134.84,electronics,IN,False,False
txn_0000052,card_00505,2026-02-03T07:27:46Z,199.31,atm_withdrawal,DE,True,False
txn_0000053,card_00599,2026-02-20T12:01:57Z,24.46,atm_withdrawal,SG,False,False
txn_0000054,card_00630,2026-02-22T13:40:03Z,13.33,online_retail,US,True,False
txn_0000055,card_00548,2026-02-12T03:29:31Z,17.01,atm_withdrawal,SG,False,False
txn_0000056,card_00010,2026-02-04T13:51:30Z,155.83,atm_withdrawal,IN,True,False
txn_0000057,card_00879,2026-02-17T17:35:57Z,83.49,pharmacy,IN,False,False
txn_0000058,card_00175,2026-02-03T17:26:29Z,115.22,online_retail,US,False,False
txn_0000059,card_00369,2026-02-03T00:57:39Z,20.66,fuel,US,True,False
txn_0000060,card_00593,2026-02-04T06:39:00Z,77.74,travel,IN,True,False
txn_0000061,card_00610,2026-02-27T11:36:16Z,45.35,electronics,IN,True,False
txn_0000062,card_00769,2026-02-24T03:33:25Z,28.65,utilities,AE,True,False
txn_0000063,card_00324,2026-02-06T05:36:47Z,29.2,atm_withdrawal,IN,True,False
txn_0000064,card_00500,2026-02-28T16:00:44Z,96.3,grocery,DE,False,False
txn_0000065,card_00750,2026-02-20T12:26:03Z,14.23,entertainment,SG,False,False
txn_0000066,card_00563,2026-02-12T12:48:43Z,98.74,grocery,GB,True,False
txn_0000067,card_00290,2026-02-03T21:20:40Z,19.17,grocery,US,True,False
txn_0000068,card_00539,2026-02-08T05:43:30Z,42.63,utilities,DE,True,False
txn_0000069,card_00853,2026-02-22T20:24:12Z,12.72,online_retail,GB,True,False
txn_0000070,card_00041,2026-02-27T04:18:22Z,66.32,electronics,SG,True,False
txn_0000071,card_00143,2026-03-01T03:34:56Z,77.86,online_retail,SG,True,False
txn_0000072,card_00667,2026-02-02T10:52:57Z,28.28,fuel,SG,True,False
txn_0000073,card_00018,2026-02-05T07:36:18Z,80.99,pharmacy,IN,False,False
txn_0000074,card_00079,2026-02-13T05:48:56Z,203.06,online_retail,SG,False,False
txn_0000075,card_00342,2026-02-26T17:15:03Z,150.61,grocery,SG,False,False
txn_0000076,card_00753,2026-03-02T18:40:34Z,470.75,pharmacy,SG,False,True
txn_0000077,card_00725,2026-03-02T20:26:09Z,230.15,travel,GB,True,False
txn_0000078,card_00236,2026-02-08T09:26:49Z,27.93,atm_withdrawal,AE,True,False
txn_0000079,card_00040,2026-02-06T09:40:09Z,90.12,utilities,AE,True,True
txn_0000080,card_00033,2026-02-27T15:51:30Z,74.57,online_retail,GB,True,False
txn_0000081,card_00264,2026-02-21T15:08:34Z,227.84,restaurant,IN,True,False
txn_0000082,card_00394,2026-02-01T23:58:59Z,85.95,travel,DE,False,False
txn_0000083,card_00522,2026-02-13T08:54:19Z,135.01,grocery,SG,True,False
txn_0000084,card_00884,2026-02-01T09:14:19Z,578.36,electronics,SG,False,False
txn_0000085,card_00138,2026-02-08T14:17:38Z,142.06,grocery,US,True,False
txn_0000086,card_00192,2026-02-09T09:01:39Z,685.38,travel,AE,False,False
txn_0000087,card_00871,2026-02-26T16:33:39Z,5.68,utilities,US,False,False
txn_0000088,card_00108,2026-02-20T05:58:01Z,6.72,entertainment,US,True,False
txn_0000089,card_00688,2026-02-02T13:34:49Z,5.67,travel,GB,False,False
txn_0000090,card_00300,2026-02-07T01:06:23Z,81.47,grocery,DE,False,False
txn_0000091,card_00122,2026-02-10T07:16:01Z,69.39,utilities,DE,True,False
txn_0000092,card_00308,2026-02-06T03:25:05Z,87.97,utilities,US,True,False
txn_0000093,card_00345,2026-02-05T18:03:19Z,55.31,utilities,DE,True,False
txn_0000094,card_00839,2026-02-15T06:46:19Z,34.15,electronics,DE,False,False
txn_0000095,card_00493,2026-03-01T05:00:48Z,208.64,pharmacy,DE,False,False
txn_0000096,card_00398,2026-02-10T12:37:59Z,51.12,restaurant,IN,False,False
txn_0000097,card_00821,2026-02-21T18:40:02Z,35.65,utilities,SG,False,False
txn_0000098,card_00574,2026-02-17T23:24:53Z,37.91,electronics,SG,False,False
txn_0000099,card_00449,2026-02-05T22:51:44Z,92.83,electronics,DE,False,False
txn_0000100,card_00723,2026-02-08T02:16:52Z,83.69,utilities,AE,False,False
txn_0000101,card_00852,2026-02-07T13:03:06Z,194.4,travel,GB,True,False
txn_0000102,card_00233,2026-02-04T13:02:27Z,200.19,entertainment,DE,True,False
txn_0000103,card_00743,2026-02-23T15:12:04Z,65.23,restaurant,AE,False,False
txn_0000104,card_00557,2026-03-01T09:19:08Z,26.42,pharmacy,SG,False,False
txn_0000105,card_00313,2026-02-27T07:43:55Z,40.91,grocery,GB,False,False
txn_0000106,card_00119,2026-02-16T14:33:16Z,129.73,grocery,GB,False,False
txn_0000107,card_00565,2026-02-17T18:17:43Z,104.03,entertainment,US,False,False
txn_0000108,card_00497,2026-03-01T21:00:42Z,35.27,entertainment,SG,False,False
txn_0000109,card_00395,2026-03-01T23:06:18Z,179.98,travel,AE,True,False
txn_0000110,card_00158,2026-02-23T09:00:55Z,108.32,pharmacy,US,True,False
txn_0000111,card_00747,2026-02-05T08:45:08Z,27.95,atm_withdrawal,GB,False,False
txn_0000112,card_00404,2026-02-15T20:52:15Z,295.57,travel,GB,True,False
txn_0000113,card_00892,2026-02-22T15:28:06Z,72.1,atm_withdrawal,DE,True,False
